862902619928506372 1 1 [-2.529865264892578, 2.5142292976379395] 
892551658487631873 1 1 [-0.13947899639606476, 0.16295616328716278] 
853143461360480256 0 1 [0.6985956430435181, -0.6819913983345032] 
918423568823840768 1 1 [-0.2357546091079712, 0.25014302134513855] 
731617467718610944 1 1 [-1.2286137342453003, 1.2378942966461182] 
684633048483106816 1 1 [-1.928391456604004, 1.9232254028320312] 
722492930016026624 1 1 [-4.248255252838135, 4.216182231903076] 
702345480924041217 1 1 [-1.881844162940979, 1.8815531730651855] 
859056671179636737 0 1 [1.5148366689682007, -1.5089411735534668] 
923929354610053120 1 1 [-2.761174201965332, 2.742577075958252] 
919651889511313408 1 1 [-2.632279396057129, 2.619788646697998] 
877816574240972802 1 1 [-3.689661979675293, 3.6662440299987793] 
806888630031622148 1 1 [-2.1386287212371826, 2.1384170055389404] 
712810737811505153 1 1 [-2.856534719467163, 2.836773633956909] 
894741372527411200 1 1 [-3.0658254623413086, 3.0510094165802] 
732682873166159872 1 1 [-3.040473699569702, 3.024322271347046] 
722871462915235842 1 1 [-1.100976586341858, 1.1090750694274902] 
839086335096942592 1 1 [-1.1905642747879028, 1.1941109895706177] 
802576734117691392 0 1 [0.651770830154419, -0.6368222832679749] 
726980104090456065 1 1 [-3.742302179336548, 3.716198444366455] 
939714200456318981 1 1 [-1.4152337312698364, 1.4313682317733765] 
884901385141190657 1 1 [-2.227660655975342, 2.2236380577087402] 
824024594755518464 1 1 [-2.763134479522705, 2.7480485439300537] 
895860997054799872 1 1 [-2.4942970275878906, 2.4831957817077637] 
924449074568400896 1 1 [-1.312946081161499, 1.3199856281280518] 
840225661117706240 1 1 [-2.3482961654663086, 2.3425421714782715] 
821997332346437632 1 1 [-0.05931206792593002, 0.08304089307785034] 
863886502698156032 1 1 [-2.8606948852539062, 2.845752716064453] 
736082451424890881 0 1 [1.332257866859436, -1.3193131685256958] 
821870486372155393 1 1 [-2.8287570476531982, 2.808332920074463] 
914153415105753092 1 1 [-3.3881545066833496, 3.373461961746216] 
712023362784989184 1 1 [-2.648446559906006, 2.629488468170166] 
890941969404383232 1 1 [-2.6572935581207275, 2.6474921703338623] 
920605091429797889 1 1 [-1.7018064260482788, 1.7084259986877441] 
829756733916585984 1 1 [-3.2856922149658203, 3.270237922668457] 
755115255114629124 1 1 [-1.0494056940078735, 1.0651379823684692] 
871437724158480385 1 1 [-0.21842651069164276, 0.24204860627651215] 
900709797233864704 1 1 [-3.134066343307495, 3.1155343055725098] 
900881230580916224 1 1 [-2.678945541381836, 2.6599020957946777] 
902016654288326656 1 1 [-2.0495238304138184, 2.0587902069091797] 
918550230546690048 1 1 [-2.459352493286133, 2.449187994003296] 
684751563454205952 1 1 [-3.6174888610839844, 3.6008143424987793] 
728697454175080449 1 1 [-1.0535240173339844, 1.0694369077682495] 
885954652336001024 1 1 [-0.32165807485580444, 0.33657780289649963] 
721349486790975488 1 1 [-0.35838836431503296, 0.38572174310684204] 
712994516379283457 1 1 [-3.280785083770752, 3.2580885887145996] 
703292803229421568 1 1 [-1.722305417060852, 1.7286278009414673] 
823321127758004224 1 1 [-3.8775625228881836, 3.8468527793884277] 
823526446555602945 1 1 [-2.382193088531494, 2.3651556968688965] 
830103394714939392 0 1 [0.7232246398925781, -0.7086396813392639] 
710449542982819840 1 1 [-2.218266248703003, 2.2162082195281982] 
832320772295237636 1 1 [-3.218809127807617, 3.205653667449951] 
715660361593020417 1 1 [-2.35921049118042, 2.3546903133392334] 
828188799037497344 1 1 [-2.135674476623535, 2.1295242309570312] 
700183392969756672 1 1 [-2.801689624786377, 2.7871012687683105] 
687723279520526336 1 1 [-2.666876792907715, 2.6467878818511963] 
851299799299174400 1 1 [-3.708672285079956, 3.6877503395080566] 
693529529214611457 1 1 [-2.5729541778564453, 2.559145927429199] 
823616855252336640 1 1 [-0.29100894927978516, 0.3172767758369446] 
698723413162987521 1 1 [-0.6221630573272705, 0.6366399526596069] 
849109445581824001 1 1 [-0.8083536624908447, 0.8278799653053284] 
794191412954853380 1 1 [-2.533337116241455, 2.519601821899414] 
835436807953215490 1 1 [-3.384063482284546, 3.364199638366699] 
690561903580418048 1 1 [-2.3548898696899414, 2.349390745162964] 
882067719184674816 0 1 [2.2714338302612305, -2.249865770339966] 
850127880029970432 1 1 [-3.6071596145629883, 3.590592384338379] 
853859121694724096 1 1 [-2.1620445251464844, 2.1614842414855957] 
882363765655834624 1 1 [-1.299322247505188, 1.3018145561218262] 
921278376085803008 1 1 [-1.0191980600357056, 1.033663272857666] 
817523663897501696 1 1 [-3.550288200378418, 3.5301384925842285] 
828966943214432256 1 1 [-0.8616729974746704, 0.8767811059951782] 
709380107203260417 1 1 [-0.7816479206085205, 0.799776017665863] 
700626309228183552 1 1 [-1.1023900508880615, 1.1171386241912842] 
717042051074891776 0 1 [1.6244632005691528, -1.6143240928649902] 
823971155061116928 1 1 [-3.798006296157837, 3.7757155895233154] 
692846957883076608 1 1 [-0.8188018798828125, 0.8269570469856262] 
865488370838851585 0 1 [1.5967165231704712, -1.589519739151001] 
827027433173889024 1 1 [-3.4087255001068115, 3.3891959190368652] 
837546519892877313 1 1 [-2.3316221237182617, 2.328747510910034] 
717616608114511872 1 1 [-2.294027805328369, 2.2843191623687744] 
921594955138781184 0 1 [0.7992660999298096, -0.7859825491905212] 
900535065507241986 1 1 [-2.7790071964263916, 2.763981819152832] 
884496200661184512 0 1 [0.06329882144927979, -0.037681251764297485] 
706657778140471298 0 1 [0.6798545122146606, -0.6626410484313965] 
821509072222650371 1 1 [-3.0268311500549316, 3.0137784481048584] 
818541279554498561 1 1 [-3.0074961185455322, 2.995204210281372] 
844090891266490368 1 1 [-3.3840432167053223, 3.3681607246398926] 
845366369050865664 1 1 [-0.9918383359909058, 1.003876805305481] 
900218985140113409 1 1 [-1.8111902475357056, 1.8154785633087158] 
928872445695553536 1 1 [-0.5991815328598022, 0.6138846278190613] 
728641891726548992 1 1 [-0.6308618783950806, 0.6484536528587341] 
891287306786570240 1 1 [-3.5257186889648438, 3.5085301399230957] 
702567925698338816 0 1 [0.6683539152145386, -0.6542720794677734] 
710931422496817152 1 1 [-2.2881879806518555, 2.285733699798584] 
810934821639884800 1 1 [-2.7612855434417725, 2.7473955154418945] 
818506785938165762 1 1 [-2.077657699584961, 2.0869052410125732] 
897805587966308352 1 1 [-3.994612216949463, 3.9715983867645264] 
887806971314749440 1 1 [-1.740632176399231, 1.7494311332702637] 
732652452919541762 1 1 [-2.344392776489258, 2.3356194496154785] 
884593874181685248 1 1 [-1.5683351755142212, 1.5710668563842773] 
940002603911602182 1 1 [-4.1241559982299805, 4.07094144821167] 
688140954750955520 1 1 [-2.8645408153533936, 2.850710391998291] 
881122257300475905 1 1 [-2.8508105278015137, 2.8356070518493652] 
909499408185679872 1 1 [-3.3936219215393066, 3.3781986236572266] 
702578148110680064 0 1 [2.6778221130371094, -2.6754045486450195] 
868555509816807426 1 1 [-0.8280792236328125, 0.8392605185508728] 
920425310855811072 1 1 [-2.904139995574951, 2.8920466899871826] 
707769953953431553 1 1 [-2.7175216674804688, 2.6985154151916504] 
932995346787168258 1 1 [-2.7132599353790283, 2.6944236755371094] 
862450848978399234 1 1 [-1.9126688241958618, 1.9173686504364014] 
903728974047584256 1 1 [-2.8690314292907715, 2.8587558269500732] 
920112738856251392 1 1 [-3.0050947666168213, 2.9885776042938232] 
695187209746583552 1 1 [-1.8544398546218872, 1.8495700359344482] 
726479037972013056 1 1 [-3.8551132678985596, 3.8340890407562256] 
895014422128713728 1 1 [-2.6656887531280518, 2.647289752960205] 
779246918324989952 1 1 [-1.978061318397522, 1.9870901107788086] 
722926421136384000 1 1 [-0.8907451629638672, 0.9011373519897461] 
893085464256802816 1 1 [-2.011742115020752, 2.014011859893799] 
910501753178791936 0 1 [1.5884162187576294, -1.5807956457138062] 
836861556390510593 1 1 [-0.6119216084480286, 0.6294857263565063] 
839919308356665344 1 1 [-3.242751359939575, 3.2280313968658447] 
712979546828619776 1 1 [-0.9864872694015503, 0.9990677237510681] 
725018007563603969 0 1 [0.25428566336631775, -0.24014148116111755] 
698386890005835777 1 1 [-4.3999786376953125, 4.369875431060791] 
909025478672998400 1 1 [-1.003838062286377, 1.0192492008209229] 
829994925437526018 1 1 [-3.6959567070007324, 3.6727540493011475] 
927642921008074754 1 1 [-3.5674824714660645, 3.5505425930023193] 
839115018054549504 1 1 [-1.545645833015442, 1.5481901168823242] 
721383037959860224 1 1 [-2.4669437408447266, 2.4531002044677734] 
894810169263005696 1 1 [-2.538466691970825, 2.5243582725524902] 
925000460565655554 0 1 [1.6430354118347168, -1.6360145807266235] 
722483568413310976 1 1 [-1.214119553565979, 1.2275182008743286] 
883663535414300672 0 1 [1.216190218925476, -1.2031285762786865] 
822200251281002496 1 1 [-1.1487447023391724, 1.1553223133087158] 
927331611049312257 1 1 [-3.6622536182403564, 3.6456196308135986] 
917454138933465091 1 1 [-2.926395893096924, 2.9124231338500977] 
697719316645601280 1 1 [-1.4386147260665894, 1.4413461685180664] 
909629620877713408 1 1 [-2.95686411857605, 2.9434866905212402] 
726847431854313472 0 1 [0.7090462446212769, -0.690397322177887] 
917370768614416385 1 1 [-3.140446662902832, 3.12857985496521] 
889172032658845696 1 1 [-3.000572681427002, 2.9866931438446045] 
926854741887541248 1 1 [-0.6302922368049622, 0.6479813456535339] 
873194966687916032 1 1 [-2.4689855575561523, 2.457878589630127] 
725711205957046272 0 1 [1.9504752159118652, -1.9451905488967896] 
888443237324738561 1 1 [-3.3297975063323975, 3.311300754547119] 
734143833567580161 1 1 [-2.173729181289673, 2.1777148246765137] 
827365466456936448 1 1 [-2.1038832664489746, 2.0981602668762207] 
830033008187031552 1 1 [-2.7687392234802246, 2.7477736473083496] 
850350213286039553 1 1 [-1.4654971361160278, 1.4704383611679077] 
924332923968544768 1 1 [-1.1531628370285034, 1.1482694149017334] 
921267141009014784 1 1 [-2.6839258670806885, 2.6651058197021484] 
923313011418451970 1 1 [-2.3206827640533447, 2.3177080154418945] 
873511193905856513 1 1 [-1.5106666088104248, 1.5130455493927002] 
713786155305570305 1 1 [-2.682504653930664, 2.663403034210205] 
842623742484205568 1 1 [-2.9785358905792236, 2.967525005340576] 
885084629123858433 1 1 [-2.4591619968414307, 2.445089817047119] 
913433776931397633 0 1 [1.4045401811599731, -1.391732096672058] 
909065472867307520 1 1 [-1.235953688621521, 1.2457265853881836] 
688136577806016514 1 1 [-2.363896369934082, 2.357997417449951] 
834936939396677632 1 1 [-0.8591951131820679, 0.8742995262145996] 
684590148672077824 1 1 [-2.3028416633605957, 2.299949884414673] 
934631087237681152 1 1 [-0.9398178458213806, 0.9456256031990051] 
711600744223391744 0 1 [0.8279156684875488, -0.8105025887489319] 
904997917173284864 1 1 [-3.8212814331054688, 3.801027536392212] 
917840943361003521 1 1 [-3.0042643547058105, 2.99053955078125] 
880107897958662145 1 1 [-3.624361991882324, 3.6069016456604004] 
697013421414289408 1 1 [-2.8986868858337402, 2.881157636642456] 
863026938704777216 1 1 [-0.2904690206050873, 0.31681734323501587] 
922649898339717120 1 1 [-2.982929229736328, 2.966552257537842] 
863756399955914753 0 1 [0.765217661857605, -0.7511568665504456] 
896700873983840256 0 1 [0.3855651617050171, -0.3609820604324341] 
816578051744141312 1 1 [-2.373225212097168, 2.357914924621582] 
913163228569571329 1 1 [-3.701444387435913, 3.678511142730713] 
827879534900948994 1 1 [-0.8619416356086731, 0.8774968981742859] 
722656595553951746 0 1 [0.9364340305328369, -0.920989453792572] 
698947618102087680 1 1 [-3.413548469543457, 3.398345708847046] 
699685617261744128 1 1 [-1.5828338861465454, 1.5953717231750488] 
917694517922324481 1 1 [-3.582609176635742, 3.56557035446167] 
715681844763566080 0 1 [0.523089587688446, -0.5116918683052063] 
833996151015747585 1 1 [-2.2749650478363037, 2.267881393432617] 
731825216184303617 1 1 [-2.7740345001220703, 2.754101514816284] 
696008220578414596 1 1 [-1.7224838733673096, 1.7316253185272217] 
830109351608205312 1 1 [-1.807653784751892, 1.8125158548355103] 
900990068260835328 1 1 [-2.6424803733825684, 2.623696804046631] 
866836086215061506 1 1 [-2.56472110748291, 2.5531177520751953] 
732378244729700352 1 1 [-3.7135496139526367, 3.69242525100708] 
888958589641142272 1 1 [-0.3404066860675812, 0.3685983419418335] 
835627007383764992 0 1 [0.6742762327194214, -0.6561214923858643] 
720022773536415745 1 1 [-1.6531044244766235, 1.6595070362091064] 
711655006601125888 1 1 [-1.4456557035446167, 1.4486128091812134] 
830495474893340673 1 1 [-3.2117767333984375, 3.1973726749420166] 
820299303973359617 1 1 [-1.1217619180679321, 1.1351113319396973] 
872507932507873280 1 1 [-3.383772373199463, 3.368100166320801] 
871250745114230784 0 1 [0.6957447528839111, -0.6848567724227905] 
716052895146319872 1 1 [-2.455568313598633, 2.445526599884033] 
820712444435763201 1 1 [-2.8439221382141113, 2.8242406845092773] 
827844035083698176 0 1 [0.7262037992477417, -0.7121361494064331] 
702037422339710976 1 1 [-2.534395217895508, 2.5212111473083496] 
838207703596077056 1 1 [-3.4761881828308105, 3.4605677127838135] 
920540607105216512 1 1 [-1.658808946609497, 1.6672790050506592] 
909809856114171905 1 1 [-3.4618844985961914, 3.445678472518921] 
885152029563342848 1 1 [-1.4275537729263306, 1.4343405961990356] 
899710883013767170 1 1 [-1.0391203165054321, 1.0500648021697998] 
886730406078304257 1 1 [-0.9835349321365356, 0.9961312413215637] 
931343690701918208 0 1 [0.7357326149940491, -0.7199837565422058] 
853265920000757760 1 1 [-3.613511562347412, 3.5931787490844727] 
752250366184620032 1 1 [-1.23490571975708, 1.237138032913208] 
894417067394318336 1 1 [-3.4654269218444824, 3.4446821212768555] 
702524431005061120 1 1 [-2.3259263038635254, 2.322340965270996] 
724217382416338944 1 1 [-3.770350456237793, 3.746877670288086] 
818167966005137409 1 1 [-0.07872208952903748, 0.10225425660610199] 
864576925334949889 1 1 [-2.6586437225341797, 2.640402317047119] 
844023425010208769 1 1 [-2.5567755699157715, 2.5420169830322266] 
727025381153320961 1 1 [-3.6137571334838867, 3.59509539604187] 
793904681701425152 1 1 [-0.8093166947364807, 0.8167847990989685] 
699032054638444544 1 1 [-2.295891284942627, 2.29329776763916] 
801209298311376896 1 1 [-2.3552255630493164, 2.3463783264160156] 
907073247241396225 1 1 [-3.5328450202941895, 3.5156774520874023] 
706554384155447296 1 1 [-0.3754914700984955, 0.3914422392845154] 
912303921875623936 1 1 [-0.3548915386199951, 0.3693106174468994] 
711919107965329408 1 1 [-2.6795904636383057, 2.6609160900115967] 
835837172179689472 1 1 [-2.8679721355438232, 2.8483381271362305] 
725801399460745216 0 1 [0.9933897852897644, -0.9805453419685364] 
874088779853647872 1 1 [-0.2391418218612671, 0.26883143186569214] 
716884206261932032 1 1 [-2.691023349761963, 2.6723885536193848] 
936685145469337600 0 1 [0.6134960651397705, -0.5987645983695984] 
904897658124328960 1 1 [-1.5403326749801636, 1.551724910736084] 
684667398843047936 1 1 [-0.2038172036409378, 0.2259049266576767] 
944662262563909636 1 1 [-2.686208724975586, 2.6679115295410156] 
703087927199334400 1 1 [-1.230007290840149, 1.2316899299621582] 
725257959077453824 1 1 [-3.807445526123047, 3.784668445587158] 
839254057898266625 1 1 [-1.963145136833191, 1.966324806213379] 
716702861350993920 1 1 [-1.4345883131027222, 1.4443540573120117] 
914842162776412160 1 1 [-3.3902199268341064, 3.3727803230285645] 
879827272244396033 1 1 [-2.67183780670166, 2.6524643898010254] 
729099946247467008 0 1 [1.7253574132919312, -1.7159156799316406] 
874428307001008134 1 1 [-1.4807796478271484, 1.4724889993667603] 
872697627267158017 1 1 [-2.79060697555542, 2.776566505432129] 
691936808263925762 1 1 [-2.4783451557159424, 2.462545871734619] 
834021147524075521 1 1 [-2.8838329315185547, 2.864572286605835] 
862485502141779968 1 1 [-0.6035541892051697, 0.6142372488975525] 
939769831481516032 0 1 [0.7480027675628662, -0.732573926448822] 
868869741833793536 1 1 [-2.3049168586730957, 2.3013758659362793] 
691878605782171648 1 1 [-0.3236956000328064, 0.34072232246398926] 
827434296306761728 1 1 [-1.715392827987671, 1.7244489192962646] 
886767530328588288 1 1 [-1.780922770500183, 1.7858147621154785] 
883368108509065216 1 1 [-0.9805642366409302, 0.9934590458869934] 
886363190820577281 1 1 [-2.8911449909210205, 2.879518508911133] 
904098404799827968 1 1 [-1.282781958580017, 1.29817533493042] 
728427096763064322 1 1 [-3.7870748043060303, 3.763792037963867] 
868743477474897920 1 1 [-0.6715229749679565, 0.6858667731285095] 
853342211177496576 1 1 [-1.1210308074951172, 1.133714199066162] 
849193252481884161 1 1 [-3.6876754760742188, 3.665060043334961] 
841572399011119105 1 1 [-2.7817492485046387, 2.7684428691864014] 
852691195281248257 1 1 [-3.348356008529663, 3.3321189880371094] 
864749849689948161 1 1 [-3.5131735801696777, 3.4940829277038574] 
794299850032488448 1 1 [-0.8620671033859253, 0.8771647810935974] 
698044624850522112 1 1 [-2.5494065284729004, 2.5340068340301514] 
853480638867001344 1 1 [-2.861220359802246, 2.8511059284210205] 
831990518439624705 1 1 [-2.998292922973633, 2.982177257537842] 
819434366954799104 1 1 [-4.050595760345459, 4.026291847229004] 
862815781008158720 1 1 [-2.901930809020996, 2.8841919898986816] 
837682838963109890 0 1 [0.9325458407402039, -0.9181583523750305] 
870158176456507392 1 1 [-3.6438355445861816, 3.6211342811584473] 
720501577426018305 1 1 [-2.907228469848633, 2.886662006378174] 
897650161777815552 1 1 [-0.29947128891944885, 0.32449495792388916] 
930136864027226114 1 1 [-3.4027669429779053, 3.3824377059936523] 
914194837083222016 1 1 [-3.7380313873291016, 3.7183492183685303] 
822116641051906052 1 1 [-2.436691999435425, 2.4296979904174805] 
768541128174006276 1 1 [-0.2791935205459595, 0.3057083487510681] 
822846686959693826 0 1 [0.368786484003067, -0.35668137669563293] 
846431589567549440 1 1 [-1.5905641317367554, 1.6003351211547852] 
925470914912899075 1 1 [-2.6782572269439697, 2.659482955932617] 
893445166866059264 1 1 [-3.3819093704223633, 3.361703395843506] 
879068954265698304 1 1 [-2.6747095584869385, 2.655893564224243] 
829329107783733248 1 1 [-2.710010051727295, 2.688401222229004] 
862028398167773184 1 1 [-2.124072551727295, 2.117870807647705] 
694252238659784709 1 1 [-0.926957905292511, 0.9320186376571655] 
923737551210291200 1 1 [-3.4298911094665527, 3.4143118858337402] 
838258486475530240 1 1 [-2.933544397354126, 2.916968822479248] 
885478955117154304 0 1 [0.11782139539718628, -0.09237182140350342] 
900255146562736129 1 1 [-2.505734920501709, 2.4891910552978516] 
891857837051301890 1 1 [-1.292397141456604, 1.2947609424591064] 
715968073434529792 1 1 [-1.5612543821334839, 1.5751698017120361] 
851483143555215360 1 1 [-0.35723650455474854, 0.37267184257507324] 
732063857729015808 1 1 [-2.2470476627349854, 2.238877773284912] 
910221646174105601 1 1 [-0.4967283010482788, 0.5193305015563965] 
709392462742159360 1 1 [-2.755032777786255, 2.735952615737915] 
702884886961491968 1 1 [-2.958527088165283, 2.9432878494262695] 
686050853120167936 1 1 [-1.8246880769729614, 1.8219283819198608] 
829713774055682048 0 1 [0.30613744258880615, -0.29329174757003784] 
870411295366971393 1 1 [-0.22455400228500366, 0.2485613375902176] 
824946021490913280 1 1 [-2.190656900405884, 2.186569929122925] 
824416926197837824 1 1 [-3.7460882663726807, 3.7211861610412598] 
688016874370674695 1 1 [-0.16467927396297455, 0.19029784202575684] 
907192702294511616 1 1 [-0.33022522926330566, 0.3446568250656128] 
727608077931950080 1 1 [-0.8618866205215454, 0.8769902586936951] 
885226919456890887 1 1 [-2.690840482711792, 2.672257900238037] 
862708855809212420 1 1 [-3.0805044174194336, 3.06109619140625] 
870893134246432768 1 1 [-3.340754985809326, 3.322995901107788] 
883010245932527616 1 1 [-2.643655776977539, 2.6321892738342285] 
721996085137436672 1 1 [-3.9214396476745605, 3.8957605361938477] 
693410085620461569 1 1 [-1.4440542459487915, 1.4468910694122314] 
836654277972094976 1 1 [-1.8751870393753052, 1.8807148933410645] 
829613281102827520 1 1 [-2.7612831592559814, 2.747131586074829] 
836067083452571648 0 1 [0.07141202688217163, -0.052271902561187744] 
919360765621968897 1 1 [-2.695255756378174, 2.6761879920959473] 
815985320088899584 0 1 [0.9834372997283936, -0.9710062146186829] 
861880758616674305 1 1 [-2.662123918533325, 2.6528515815734863] 
688562709873446912 1 1 [-2.357931613922119, 2.3521945476531982] 
881793121788375040 1 1 [-2.643742084503174, 2.62518310546875] 
727150114863616000 0 1 [0.14597973227500916, -0.12816359102725983] 
856922165928755203 1 1 [-2.3243343830108643, 2.3216545581817627] 
932451738841477120 1 1 [-2.8213865756988525, 2.8054635524749756] 
845502254673285120 1 1 [-1.609244704246521, 1.6188135147094727] 
731232246997393409 0 1 [2.1178958415985107, -2.1007957458496094] 
698000362272395264 1 1 [-1.6382248401641846, 1.6477513313293457] 
927482573919367168 1 1 [-0.8625389933586121, 0.8775740265846252] 
684160451572281344 1 1 [-0.7208383083343506, 0.7423192858695984] 
703179262921220096 1 1 [-1.2861701250076294, 1.2940119504928589] 
686766977612791809 1 1 [-2.6017231941223145, 2.588189125061035] 
939885832667848705 1 1 [-4.065138816833496, 4.016810417175293] 
690543069599506432 1 1 [-2.6843385696411133, 2.665376901626587] 
693617999106801664 1 1 [-0.03621934354305267, 0.05737471580505371] 
721418026227077122 1 1 [-2.6794254779815674, 2.6619441509246826] 
865621697881296896 1 1 [-1.7179628610610962, 1.7255635261535645] 
695371336038756352 0 1 [1.0181223154067993, -1.00641667842865] 
731443329431375873 1 1 [-0.8532991409301758, 0.8630707263946533] 
709330709664677888 1 1 [-0.34366530179977417, 0.3694348931312561] 
896506268612935680 1 1 [-3.706192970275879, 3.6885576248168945] 
706423872405504000 0 1 [2.9310920238494873, -2.9299476146698] 
883524815612772352 1 1 [-2.748128890991211, 2.7292704582214355] 
839961972007325697 1 1 [-1.7191733121871948, 1.7250916957855225] 
817437699971973123 1 1 [-1.9400391578674316, 1.9470254182815552] 
915168200471572480 0 1 [0.6749836802482605, -0.6599112153053284] 
826856649822453760 1 1 [-1.7172337770462036, 1.7266793251037598] 
849482641225240576 1 1 [-2.8563733100891113, 2.8370182514190674] 
921247351674687488 0 1 [0.7286019921302795, -0.7141820788383484] 
719464800300830720 1 1 [-2.6813180446624756, 2.662290096282959] 
923690483079155712 1 1 [-2.847364902496338, 2.8274426460266113] 
726842972726288384 1 1 [-4.151035308837891, 4.121902942657471] 
862677851493068800 1 1 [-2.636749505996704, 2.6188929080963135] 
850442407212613636 1 1 [-0.8632880449295044, 0.878184974193573] 
684922233274380288 1 1 [-0.013685537502169609, 0.03719913959503174] 
904053997216116736 0 1 [1.3819241523742676, -1.3773353099822998] 
693624867384479744 1 1 [-1.4905201196670532, 1.4998291730880737] 
880843375699734528 1 1 [-3.084261894226074, 3.071730136871338] 
701094508939771908 0 1 [0.3096873164176941, -0.29734310507774353] 
715670001940697088 0 1 [1.6708272695541382, -1.6653317213058472] 
938796305161351168 0 1 [1.4677718877792358, -1.453906536102295] 
734072671940530176 1 1 [-1.4457741975784302, 1.4537341594696045] 
